agency_cd,site_no,datetime,tz_cd,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius","Dissolved oxygen, water, unfiltered, milligrams per liter","Temperature, water, degrees Celsius","Gage height, feet",,
USGS,2172050,8/22/21 7:30,EDT,92,4.6,28.9,16.79,,
USGS,2172050,8/22/21 7:45,EDT,93,4.6,28.9,16.92,,
USGS,2172050,8/22/21 8:00,EDT,99,4.7,29,17.04,,
USGS,2172050,8/22/21 8:15,EDT,103,4.7,29,17.14,,
USGS,2172050,8/22/21 8:30,EDT,105,4.8,29,17.26,,
USGS,2172050,8/22/21 8:45,EDT,113,4.8,29,17.35,,
USGS,2172050,8/22/21 9:00,EDT,127,4.8,29.1,17.45,,
USGS,2172050,8/22/21 9:15,EDT,144,4.8,29.1,17.54,,
USGS,2172050,8/22/21 9:30,EDT,162,4.8,29.1,17.63,,
USGS,2172050,8/22/21 9:45,EDT,171,4.8,29.1,17.7,,
USGS,2172050,8/22/21 10:00,EDT,173,4.8,29.1,17.78,,
USGS,2172050,8/22/21 10:15,EDT,174,4.8,29.1,17.84,,
USGS,2172050,8/22/21 10:30,EDT,178,4.8,29.2,17.91,,
USGS,2172050,8/22/21 10:45,EDT,177,4.9,29.2,17.93,,
USGS,2172050,8/22/21 11:00,EDT,180,4.8,29.2,17.94,,
USGS,2172050,8/22/21 11:15,EDT,186,4.9,29.3,17.94,,
USGS,2172050,8/22/21 11:30,EDT,191,4.9,29.3,17.88,,
USGS,2172050,8/22/21 11:45,EDT,193,4.9,29.3,17.75,,
USGS,2172050,8/22/21 12:00,EDT,195,4.8,29.3,17.56,,
USGS,2172050,8/22/21 12:15,EDT,197,4.8,29.3,17.32,,
USGS,2172050,8/22/21 12:30,EDT,177,4.8,29.1,17.08,,
USGS,2172050,8/22/21 12:45,EDT,179,4.8,29.2,16.85,,
USGS,2172050,8/22/21 13:00,EDT,172,4.7,29.1,16.65,,
USGS,2172050,8/22/21 13:15,EDT,179,4.6,29.2,16.44,,
USGS,2172050,8/22/21 13:30,EDT,176,4.8,29.2,16.26,,
USGS,2172050,8/22/21 13:45,EDT,188,4.9,29.3,16.03,,
USGS,2172050,8/22/21 14:00,EDT,171,4.9,29.2,15.8,,
USGS,2172050,8/22/21 14:15,EDT,142,4.6,29,15.62,,
USGS,2172050,8/22/21 14:30,EDT,161,4.7,29.1,15.37,,
USGS,2172050,8/22/21 14:45,EDT,158,4.7,29.2,15.19,,
USGS,2172050,8/22/21 15:00,EDT,142,4.9,29.1,14.93,,
USGS,2172050,8/22/21 15:15,EDT,131,4.8,29.1,14.76,,
USGS,2172050,8/22/21 15:30,EDT,130,4.8,29.1,14.58,,
USGS,2172050,8/22/21 15:45,EDT,121,4.8,29.1,14.45,,
USGS,2172050,8/22/21 16:00,EDT,124,4.9,29.1,14.35,,
USGS,2172050,8/22/21 16:15,EDT,117,4.9,29.1,14.25,,
USGS,2172050,8/22/21 16:30,EDT,111,4.8,29.1,14.24,,
USGS,2172050,8/22/21 16:45,EDT,105,4.9,29,14.23,,
USGS,2172050,8/22/21 17:00,EDT,101,4.8,29,14.29,,
USGS,2172050,8/22/21 17:15,EDT,101,4.8,29,14.43,,
USGS,2172050,8/22/21 17:30,EDT,100,4.7,29,14.64,,
USGS,2172050,8/22/21 17:45,EDT,98,5.1,29,14.94,,
USGS,2172050,8/22/21 18:00,EDT,94,5.1,28.9,15.21,,
USGS,2172050,8/22/21 18:15,EDT,94,5.2,28.9,15.51,,
USGS,2172050,8/22/21 18:30,EDT,93,5,28.9,15.84,,
USGS,2172050,8/22/21 18:45,EDT,93,4.9,28.9,16.16,,
USGS,2172050,8/22/21 19:00,EDT,93,5,28.9,16.45,,
USGS,2172050,8/22/21 19:15,EDT,93,5.1,28.9,16.73,,
USGS,2172050,8/22/21 19:30,EDT,93,5,28.9,16.96,,
USGS,2172050,8/22/21 19:45,EDT,95,5,29,17.13,,
USGS,2172050,8/22/21 20:00,EDT,98,4.9,29,17.28,,
USGS,2172050,8/22/21 20:15,EDT,103,4.9,29,17.41,,
USGS,2172050,8/22/21 20:30,EDT,104,4.9,29,17.54,,
USGS,2172050,8/22/21 20:45,EDT,112,4.9,29,17.67,,
USGS,2172050,8/22/21 21:00,EDT,125,4.9,29,17.81,,
USGS,2172050,8/22/21 21:15,EDT,132,4.9,29.1,17.93,,
USGS,2172050,8/22/21 21:30,EDT,145,4.9,29.1,18.06,,
USGS,2172050,8/22/21 21:45,EDT,148,4.9,29.1,18.2,,
USGS,2172050,8/22/21 22:00,EDT,151,4.9,29.1,18.32,,
USGS,2172050,8/22/21 22:15,EDT,154,5,29.2,18.42,,
USGS,2172050,8/22/21 22:30,EDT,160,5,29.2,18.52,,
USGS,2172050,8/22/21 22:45,EDT,165,5,29.2,18.59,,
USGS,2172050,8/22/21 23:00,EDT,170,5,29.2,18.68,,
USGS,2172050,8/22/21 23:15,EDT,179,5,29.3,18.7,,
USGS,2172050,8/22/21 23:30,EDT,184,5,29.3,18.67,,
USGS,2172050,8/22/21 23:45,EDT,190,5,29.3,18.61,,
USGS,2172050,8/23/21 0:00,EDT,190,4.9,29.3,18.46,,
USGS,2172050,8/23/21 0:15,EDT,198,4.9,29.3,18.23,,
USGS,2172050,8/23/21 0:30,EDT,203,4.9,29.3,18.05,,
USGS,2172050,8/23/21 0:45,EDT,205,4.8,29.3,17.9,,
USGS,2172050,8/23/21 1:00,EDT,186,4.8,29.1,17.71,,
USGS,2172050,8/23/21 1:15,EDT,177,4.6,29,17.52,,
USGS,2172050,8/23/21 1:30,EDT,183,4.8,29.1,17.33,,
USGS,2172050,8/23/21 1:45,EDT,179,4.7,29.2,17.16,,
USGS,2172050,8/23/21 2:00,EDT,169,4.7,29,16.95,,
USGS,2172050,8/23/21 2:15,EDT,157,4.9,29.1,16.73,,
USGS,2172050,8/23/21 2:30,EDT,154,4.8,29.1,16.51,,
USGS,2172050,8/23/21 2:45,EDT,151,4.5,29,16.3,,
USGS,2172050,8/23/21 3:00,EDT,152,4.8,29.1,16.06,,
USGS,2172050,8/23/21 3:15,EDT,140,4.4,28.8,15.91,,
USGS,2172050,8/23/21 3:30,EDT,139,4.5,28.9,15.68,,
USGS,2172050,8/23/21 3:45,EDT,142,4.5,28.9,15.48,,
USGS,2172050,8/23/21 4:00,EDT,136,4.7,28.9,15.26,,
USGS,2172050,8/23/21 4:15,EDT,128,4.7,28.9,15.07,,
USGS,2172050,8/23/21 4:30,EDT,123,4.8,28.8,14.83,,
USGS,2172050,8/23/21 4:45,EDT,118,4.7,28.8,14.66,,
USGS,2172050,8/23/21 5:00,EDT,113,4.7,28.8,14.49,,
USGS,2172050,8/23/21 5:15,EDT,106,4.7,28.8,14.34,,
USGS,2172050,8/23/21 5:30,EDT,104,4.8,28.7,14.22,,
USGS,2172050,8/23/21 5:45,EDT,100,4.9,28.7,14.22,,
USGS,2172050,8/23/21 6:00,EDT,102,4.8,28.7,14.24,,
USGS,2172050,8/23/21 6:15,EDT,98,4.6,28.7,14.4,,
USGS,2172050,8/23/21 6:30,EDT,96,4.8,28.6,14.65,,
USGS,2172050,8/23/21 6:45,EDT,93,4.7,28.6,15.02,,
USGS,2172050,8/23/21 7:00,EDT,91,4.7,28.6,15.39,,
USGS,2172050,8/23/21 7:15,EDT,91,4.6,28.5,15.74,,
USGS,2172050,8/23/21 7:30,EDT,91,4.6,28.6,16.02,,
USGS,2172050,8/23/21 7:45,EDT,91,4.5,28.5,16.29,,
USGS,2172050,8/23/21 8:00,EDT,92,4.6,28.6,16.49,,
USGS,2172050,8/23/21 8:15,EDT,93,4.6,28.6,16.66,,
USGS,2172050,8/23/21 8:30,EDT,97,4.7,28.6,16.79,,
USGS,2172050,8/23/21 8:45,EDT,101,4.6,28.6,16.92,,
USGS,2172050,8/23/21 9:00,EDT,106,4.7,28.7,17.04,,
USGS,2172050,8/23/21 9:15,EDT,114,4.7,28.7,17.14,,
USGS,2172050,8/23/21 9:30,EDT,130,4.7,28.8,17.23,,
USGS,2172050,8/23/21 9:45,EDT,145,4.8,28.8,17.32,,
USGS,2172050,8/23/21 10:00,EDT,150,4.8,28.8,17.39,,
USGS,2172050,8/23/21 10:15,EDT,150,4.8,28.8,17.47,,
USGS,2172050,8/23/21 10:30,EDT,150,4.8,28.8,17.55,,
USGS,2172050,8/23/21 10:45,EDT,152,4.8,28.9,17.62,,
USGS,2172050,8/23/21 11:00,EDT,157,4.8,29,17.68,,
USGS,2172050,8/23/21 11:15,EDT,160,4.9,29,17.72,,
USGS,2172050,8/23/21 11:30,EDT,161,4.9,29,17.75,,
USGS,2172050,8/23/21 11:45,EDT,165,4.9,29.1,17.77,,
USGS,2172050,8/23/21 12:00,EDT,169,4.9,29.1,17.75,,
USGS,2172050,8/23/21 12:15,EDT,171,4.9,29.2,17.69,,
USGS,2172050,8/23/21 12:30,EDT,172,4.9,29.2,17.55,,
USGS,2172050,8/23/21 12:45,EDT,176,4.8,29.2,17.37,,
USGS,2172050,8/23/21 13:00,EDT,177,4.8,29.2,17.15,,
USGS,2172050,8/23/21 13:15,EDT,171,5.2,29.4,16.89,,
USGS,2172050,8/23/21 13:30,EDT,171,5,29.3,16.67,,
USGS,2172050,8/23/21 13:45,EDT,168,4.9,29.3,16.44,,
USGS,2172050,8/23/21 14:00,EDT,170,4.9,29.2,16.24,,
USGS,2172050,8/23/21 14:15,EDT,169,4.7,29.2,16.06,,
USGS,2172050,8/23/21 14:30,EDT,168,4.8,29.2,15.85,,
USGS,2172050,8/23/21 14:45,EDT,151,4.9,29.1,15.62,,
USGS,2172050,8/23/21 15:00,EDT,138,4.8,29.2,15.45,,
USGS,2172050,8/23/21 15:15,EDT,145,4.7,29.2,15.23,,
USGS,2172050,8/23/21 15:30,EDT,136,4.9,29.1,15.03,,
USGS,2172050,8/23/21 15:45,EDT,136,4.9,29.1,14.88,,
USGS,2172050,8/23/21 16:00,EDT,131,4.9,29.1,14.69,,
USGS,2172050,8/23/21 16:15,EDT,125,4.9,29.2,14.55,,
USGS,2172050,8/23/21 16:30,EDT,124,4.9,29.2,14.4,,
USGS,2172050,8/23/21 16:45,EDT,123,4.7,29.2,14.28,,
USGS,2172050,8/23/21 17:00,EDT,118,5,29.2,14.21,,
USGS,2172050,8/23/21 17:15,EDT,106,5.1,29.2,14.17,,
USGS,2172050,8/23/21 17:30,EDT,104,5.1,29.2,14.16,,
USGS,2172050,8/23/21 17:45,EDT,102,5,29.2,14.21,,
USGS,2172050,8/23/21 18:00,EDT,107,5.2,29.2,14.34,,
USGS,2172050,8/23/21 18:15,EDT,105,4.7,29.2,14.52,,
USGS,2172050,8/23/21 18:30,EDT,98,5.2,29.2,14.72,,
USGS,2172050,8/23/21 18:45,EDT,96,5.2,29.2,14.97,,
USGS,2172050,8/23/21 19:00,EDT,94,5.3,29.3,15.34,,
USGS,2172050,8/23/21 19:15,EDT,92,5.4,29.3,15.72,,
USGS,2172050,8/23/21 19:30,EDT,92,5.4,29.3,16.07,,
USGS,2172050,8/23/21 19:45,EDT,92,5,29.3,16.38,,
USGS,2172050,8/23/21 20:00,EDT,93,5.2,29.3,16.67,,
USGS,2172050,8/23/21 20:15,EDT,93,5.2,29.3,16.9,,
USGS,2172050,8/23/21 20:30,EDT,94,5.2,29.2,17.07,,
USGS,2172050,8/23/21 20:45,EDT,96,5.1,29.2,17.2,,
USGS,2172050,8/23/21 21:00,EDT,100,5.1,29.2,17.36,,
USGS,2172050,8/23/21 21:15,EDT,103,5.1,29.2,17.51,,
USGS,2172050,8/23/21 21:30,EDT,111,5.1,29.2,17.64,,
USGS,2172050,8/23/21 21:45,EDT,121,5.1,29.2,17.73,,
USGS,2172050,8/23/21 22:00,EDT,129,5.1,29.2,17.82,,
USGS,2172050,8/23/21 22:15,EDT,135,5.1,29.2,17.93,,
USGS,2172050,8/23/21 22:30,EDT,144,5.2,29.3,18.03,,
USGS,2172050,8/23/21 22:45,EDT,145,5.1,29.3,18.14,,
USGS,2172050,8/23/21 23:00,EDT,146,5,29.3,18.22,,
USGS,2172050,8/23/21 23:15,EDT,147,5,29.3,18.27,,
USGS,2172050,8/23/21 23:30,EDT,150,5.1,29.3,18.31,,
USGS,2172050,8/23/21 23:45,EDT,154,5,29.4,18.34,,
USGS,2172050,8/24/21 0:00,EDT,156,5,29.4,18.37,,
USGS,2172050,8/24/21 0:15,EDT,161,5,29.4,18.38,,
USGS,2172050,8/24/21 0:30,EDT,165,5,29.4,18.36,,
USGS,2172050,8/24/21 0:45,EDT,171,5,29.4,18.33,,
USGS,2172050,8/24/21 1:00,EDT,170,5,29.4,18.25,,
USGS,2172050,8/24/21 1:15,EDT,177,5,29.4,18.12,,
USGS,2172050,8/24/21 1:30,EDT,180,5,29.4,17.93,,
USGS,2172050,8/24/21 1:45,EDT,179,5,29.4,17.7,,
USGS,2172050,8/24/21 2:00,EDT,156,4.7,29.1,17.45,,
USGS,2172050,8/24/21 2:15,EDT,158,4.6,29.1,17.21,,
USGS,2172050,8/24/21 2:30,EDT,153,4.6,29,16.99,,
USGS,2172050,8/24/21 2:45,EDT,160,4.8,29.2,16.8,,
USGS,2172050,8/24/21 3:00,EDT,161,4.8,29.3,16.61,,
USGS,2172050,8/24/21 3:15,EDT,153,4.8,29.2,16.36,,
USGS,2172050,8/24/21 3:30,EDT,151,4.8,29.2,16.13,,
USGS,2172050,8/24/21 3:45,EDT,147,4.8,29.2,15.9,,
USGS,2172050,8/24/21 4:00,EDT,144,4.7,29.2,15.69,,
USGS,2172050,8/24/21 4:15,EDT,139,4.8,29.2,15.45,,
USGS,2172050,8/24/21 4:30,EDT,130,4.8,29.1,15.25,,
USGS,2172050,8/24/21 4:45,EDT,124,4.8,29.1,15.07,,
USGS,2172050,8/24/21 5:00,EDT,123,4.9,29.1,14.87,,
USGS,2172050,8/24/21 5:15,EDT,116,4.9,29.1,14.64,,
USGS,2172050,8/24/21 5:30,EDT,113,4.9,29.1,14.51,,
USGS,2172050,8/24/21 5:45,EDT,109,4.9,29.1,14.37,,
USGS,2172050,8/24/21 6:00,EDT,109,4.8,29.1,14.3,,
USGS,2172050,8/24/21 6:15,EDT,105,4.9,29,14.22,,
USGS,2172050,8/24/21 6:30,EDT,100,4.8,29,14.26,,
USGS,2172050,8/24/21 6:45,EDT,102,4.8,29.1,14.51,,
USGS,2172050,8/24/21 7:00,EDT,100,4.8,29,14.74,,
USGS,2172050,8/24/21 7:15,EDT,94,4.9,29.1,15,,
USGS,2172050,8/24/21 7:30,EDT,94,4.9,29,15.26,,
USGS,2172050,8/24/21 7:45,EDT,93,4.7,29,15.55,,
USGS,2172050,8/24/21 8:00,EDT,93,4.8,29,15.83,,
USGS,2172050,8/24/21 8:15,EDT,93,4.4,29,16.11,,
USGS,2172050,8/24/21 8:30,EDT,92,4.7,29,16.33,,
USGS,2172050,8/24/21 8:45,EDT,94,4.7,29,16.52,,
USGS,2172050,8/24/21 9:00,EDT,94,4.8,29,16.66,,
USGS,2172050,8/24/21 9:15,EDT,98,4.7,29,16.8,,
USGS,2172050,8/24/21 9:30,EDT,100,4.8,29,16.92,,
USGS,2172050,8/24/21 9:45,EDT,106,4.8,29.1,17.04,,
USGS,2172050,8/24/21 10:00,EDT,112,4.8,29.1,17.16,,
USGS,2172050,8/24/21 10:15,EDT,121,4.9,29.1,17.28,,
USGS,2172050,8/24/21 10:30,EDT,131,4.8,29.2,17.37,,
USGS,2172050,8/24/21 10:45,EDT,142,4.9,29.2,17.46,,
USGS,2172050,8/24/21 11:00,EDT,145,4.9,29.2,17.56,,
USGS,2172050,8/24/21 11:15,EDT,146,5,29.2,17.64,,
USGS,2172050,8/24/21 11:30,EDT,150,5,29.3,17.72,,
USGS,2172050,8/24/21 11:45,EDT,152,5,29.4,17.78,,
USGS,2172050,8/24/21 12:00,EDT,157,5,29.4,17.82,,
USGS,2172050,8/24/21 12:15,EDT,158,5.1,29.4,17.86,,
USGS,2172050,8/24/21 12:30,EDT,160,5,29.4,17.87,,
USGS,2172050,8/24/21 12:45,EDT,165,5,29.5,17.87,,
USGS,2172050,8/24/21 13:00,EDT,167,4.9,29.5,17.83,,
USGS,2172050,8/24/21 13:15,EDT,172,4.9,29.5,17.78,,
USGS,2172050,8/24/21 13:30,EDT,184,5,29.7,17.69,,
USGS,2172050,8/24/21 13:45,EDT,185,5,29.7,17.52,,
USGS,2172050,8/24/21 14:00,EDT,182,5.3,29.7,17.31,,
USGS,2172050,8/24/21 14:15,EDT,165,5.4,29.9,17.09,,
USGS,2172050,8/24/21 14:30,EDT,171,5.2,29.8,16.89,,
USGS,2172050,8/24/21 14:45,EDT,169,5,29.7,16.7,,
USGS,2172050,8/24/21 15:00,EDT,161,5.1,29.6,16.51,,
USGS,2172050,8/24/21 15:15,EDT,154,5.1,29.6,16.32,,
USGS,2172050,8/24/21 15:30,EDT,149,5.1,29.6,16.06,,
USGS,2172050,8/24/21 15:45,EDT,145,5.1,29.5,15.89,,
USGS,2172050,8/24/21 16:00,EDT,140,5.2,29.6,15.67,,
USGS,2172050,8/24/21 16:15,EDT,136,5.2,29.6,15.46,,
USGS,2172050,8/24/21 16:30,EDT,130,5.2,29.6,15.3,,
USGS,2172050,8/24/21 16:45,EDT,123,5.2,29.6,15.14,,
USGS,2172050,8/24/21 17:00,EDT,117,5.4,29.7,14.94,,
USGS,2172050,8/24/21 17:15,EDT,114,5.3,29.7,14.85,,
USGS,2172050,8/24/21 17:30,EDT,109,5.5,29.7,14.67,,
USGS,2172050,8/24/21 17:45,EDT,105,5.3,29.7,14.59,,
USGS,2172050,8/24/21 18:00,EDT,100,5.6,29.7,14.47,,
USGS,2172050,8/24/21 18:15,EDT,99,5.6,29.7,14.47,,
USGS,2172050,8/24/21 18:30,EDT,98,5.6,29.7,14.45,,
USGS,2172050,8/24/21 18:45,EDT,97,5.7,29.7,14.5,,
USGS,2172050,8/24/21 19:00,EDT,95,5.7,29.7,14.61,,
USGS,2172050,8/24/21 19:15,EDT,93,5.7,29.8,14.79,,
USGS,2172050,8/24/21 19:30,EDT,92,5.6,29.7,14.98,,
USGS,2172050,8/24/21 19:45,EDT,92,5.7,29.7,15.23,,
USGS,2172050,8/24/21 20:00,EDT,91,5.8,29.8,15.5,,
USGS,2172050,8/24/21 20:15,EDT,91,5.6,29.8,15.82,,
USGS,2172050,8/24/21 20:30,EDT,91,5.6,29.8,16.12,,
USGS,2172050,8/24/21 20:45,EDT,90,5.4,29.8,16.41,,
USGS,2172050,8/24/21 21:00,EDT,90,5.6,29.8,16.7,,
USGS,2172050,8/24/21 21:15,EDT,91,5.7,29.8,16.94,,
USGS,2172050,8/24/21 21:30,EDT,92,5.7,29.7,17.12,,
USGS,2172050,8/24/21 21:45,EDT,93,5.6,29.7,17.24,,
USGS,2172050,8/24/21 22:00,EDT,94,5.6,29.7,17.33,,
USGS,2172050,8/24/21 22:15,EDT,98,5.5,29.7,17.4,,
USGS,2172050,8/24/21 22:30,EDT,102,5.5,29.7,17.48,,
USGS,2172050,8/24/21 22:45,EDT,104,5.3,29.7,17.55,,
USGS,2172050,8/24/21 23:00,EDT,113,5.4,29.7,17.63,,
USGS,2172050,8/24/21 23:15,EDT,117,5.3,29.7,17.71,,
USGS,2172050,8/24/21 23:30,EDT,125,5.5,29.7,17.78,,
USGS,2172050,8/24/21 23:45,EDT,137,5.4,29.6,17.84,,
USGS,2172050,8/25/21 0:00,EDT,134,5.1,29.6,17.91,,
USGS,2172050,8/25/21 0:15,EDT,139,5.4,29.6,17.98,,
USGS,2172050,8/25/21 0:30,EDT,139,5.1,29.6,18.02,,
USGS,2172050,8/25/21 0:45,EDT,143,5.4,29.7,18.02,,
USGS,2172050,8/25/21 1:00,EDT,144,5.3,29.7,18.03,,
USGS,2172050,8/25/21 1:15,EDT,146,5.3,29.6,17.99,,
USGS,2172050,8/25/21 1:30,EDT,146,5.3,29.6,17.89,,
USGS,2172050,8/25/21 1:45,EDT,148,5.2,29.6,17.71,,
USGS,2172050,8/25/21 2:00,EDT,152,5.3,29.7,17.5,,
USGS,2172050,8/25/21 2:15,EDT,152,5.3,29.7,17.25,,
USGS,2172050,8/25/21 2:30,EDT,138,4.8,29.3,17.04,,
USGS,2172050,8/25/21 2:45,EDT,142,5.1,29.5,16.81,,
USGS,2172050,8/25/21 3:00,EDT,146,5.2,29.6,16.61,,
USGS,2172050,8/25/21 3:15,EDT,142,5.1,29.5,16.44,,
USGS,2172050,8/25/21 3:30,EDT,145,4.9,29.6,16.23,,
USGS,2172050,8/25/21 3:45,EDT,132,5.3,29.6,15.98,,
USGS,2172050,8/25/21 4:00,EDT,129,5.1,29.5,15.82,,
USGS,2172050,8/25/21 4:15,EDT,127,4.9,29.4,15.62,,
USGS,2172050,8/25/21 4:30,EDT,130,5.2,29.5,15.36,,
USGS,2172050,8/25/21 4:45,EDT,121,5.2,29.5,15.18,,
USGS,2172050,8/25/21 5:00,EDT,119,5.2,29.5,14.95,,
USGS,2172050,8/25/21 5:15,EDT,114,5.2,29.5,14.74,,
USGS,2172050,8/25/21 5:30,EDT,112,5.2,29.5,14.53,,
USGS,2172050,8/25/21 5:45,EDT,110,5.3,29.5,14.33,,
USGS,2172050,8/25/21 6:00,EDT,103,5.3,29.5,14.2,,
USGS,2172050,8/25/21 6:15,EDT,103,5.2,29.5,14.06,,
USGS,2172050,8/25/21 6:30,EDT,101,5.1,29.5,14.02,,
USGS,2172050,8/25/21 6:45,EDT,97,5.3,29.5,13.96,,
USGS,2172050,8/25/21 7:00,EDT,95,5.2,29.5,13.99,,
USGS,2172050,8/25/21 7:15,EDT,94,5.2,29.5,14.13,,
USGS,2172050,8/25/21 7:30,EDT,93,5.2,29.4,14.32,,
USGS,2172050,8/25/21 7:45,EDT,93,5.2,29.4,14.59,,
USGS,2172050,8/25/21 8:00,EDT,90,5.2,29.4,14.92,,
USGS,2172050,8/25/21 8:15,EDT,90,4.9,29.4,15.28,,
USGS,2172050,8/25/21 8:30,EDT,91,5.1,29.4,15.56,,
USGS,2172050,8/25/21 8:45,EDT,91,5,29.4,15.79,,
USGS,2172050,8/25/21 9:00,EDT,91,5.1,29.4,16.02,,
USGS,2172050,8/25/21 9:15,EDT,92,5.1,29.4,16.25,,
USGS,2172050,8/25/21 9:30,EDT,94,5.1,29.5,16.44,,
USGS,2172050,8/25/21 9:45,EDT,99,5.2,29.5,16.62,,
USGS,2172050,8/25/21 10:00,EDT,101,5.3,29.5,16.78,,
USGS,2172050,8/25/21 10:15,EDT,108,5.3,29.6,16.92,,
USGS,2172050,8/25/21 10:30,EDT,117,5.3,29.6,17.04,,
USGS,2172050,8/25/21 10:45,EDT,128,5.3,29.6,17.15,,
USGS,2172050,8/25/21 11:00,EDT,130,5.3,29.6,17.25,,
USGS,2172050,8/25/21 11:15,EDT,131,5.4,29.6,17.35,,
USGS,2172050,8/25/21 11:30,EDT,130,5.4,29.6,17.45,,
USGS,2172050,8/25/21 11:45,EDT,131,5.4,29.7,17.53,,
USGS,2172050,8/25/21 12:00,EDT,132,5.4,29.7,17.59,,
USGS,2172050,8/25/21 12:15,EDT,136,5.4,29.8,17.67,,
USGS,2172050,8/25/21 12:30,EDT,137,5.4,29.8,17.72,,
USGS,2172050,8/25/21 12:45,EDT,140,5.4,29.8,17.76,,
USGS,2172050,8/25/21 13:00,EDT,143,5.4,29.8,17.78,,
USGS,2172050,8/25/21 13:15,EDT,146,5.4,29.8,17.78,,
USGS,2172050,8/25/21 13:30,EDT,148,5.5,29.8,17.77,,
USGS,2172050,8/25/21 13:45,EDT,151,5.5,29.9,17.68,,
USGS,2172050,8/25/21 14:00,EDT,154,5.4,29.9,17.6,,
USGS,2172050,8/25/21 14:15,EDT,155,5.4,30,17.46,,
USGS,2172050,8/25/21 14:30,EDT,155,5.4,30,17.26,,
USGS,2172050,8/25/21 14:45,EDT,154,5.6,30,17.08,,
USGS,2172050,8/25/21 15:00,EDT,148,5.8,30.1,16.91,,
USGS,2172050,8/25/21 15:15,EDT,146,5.6,30.1,16.71,,
USGS,2172050,8/25/21 15:30,EDT,141,5.5,30,16.51,,
USGS,2172050,8/25/21 15:45,EDT,140,5.5,30,16.32,,
USGS,2172050,8/25/21 16:00,EDT,135,5.5,29.9,16.14,,
USGS,2172050,8/25/21 16:15,EDT,134,5.5,29.9,15.94,,
USGS,2172050,8/25/21 16:30,EDT,133,5.5,29.9,15.76,,
USGS,2172050,8/25/21 16:45,EDT,129,5.4,29.9,15.61,,
USGS,2172050,8/25/21 17:00,EDT,125,5.5,30,15.42,,
USGS,2172050,8/25/21 17:15,EDT,122,5.7,30,15.25,,
USGS,2172050,8/25/21 17:30,EDT,116,5.6,30,15.06,,
USGS,2172050,8/25/21 17:45,EDT,115,5.7,30,14.85,,
USGS,2172050,8/25/21 18:00,EDT,112,5.7,30,14.75,,
USGS,2172050,8/25/21 18:15,EDT,107,5.8,30,14.66,,
USGS,2172050,8/25/21 18:30,EDT,106,5.8,30,14.5,,
USGS,2172050,8/25/21 18:45,EDT,101,5.7,30,14.45,,
USGS,2172050,8/25/21 19:00,EDT,100,5.9,29.9,14.41,,
USGS,2172050,8/25/21 19:15,EDT,97,5.8,30,14.44,,
USGS,2172050,8/25/21 19:30,EDT,94,5.9,29.9,14.5,,
USGS,2172050,8/25/21 19:45,EDT,93,5.8,29.9,14.64,,
USGS,2172050,8/25/21 20:00,EDT,92,5.9,29.9,14.88,,
USGS,2172050,8/25/21 20:15,EDT,91,5.9,29.9,15.18,,
USGS,2172050,8/25/21 20:30,EDT,90,5.9,29.8,15.51,,
USGS,2172050,8/25/21 20:45,EDT,90,5.9,29.8,15.85,,
USGS,2172050,8/25/21 21:00,EDT,89,5.9,29.8,16.13,,
USGS,2172050,8/25/21 21:15,EDT,89,5.7,29.8,16.37,,
USGS,2172050,8/25/21 21:30,EDT,90,5.8,29.8,16.58,,
USGS,2172050,8/25/21 21:45,EDT,91,5.8,29.9,16.75,,
USGS,2172050,8/25/21 22:00,EDT,92,5.7,29.9,16.88,,
USGS,2172050,8/25/21 22:15,EDT,92,5.7,29.9,16.98,,
USGS,2172050,8/25/21 22:30,EDT,97,5.7,29.9,17.06,,
USGS,2172050,8/25/21 22:45,EDT,101,5.8,29.9,17.14,,
USGS,2172050,8/25/21 23:00,EDT,106,5.7,29.9,17.22,,
USGS,2172050,8/25/21 23:15,EDT,111,5.7,29.9,17.33,,
USGS,2172050,8/25/21 23:30,EDT,114,5.7,29.9,17.41,,
USGS,2172050,8/25/21 23:45,EDT,124,5.6,29.9,17.5,,
USGS,2172050,8/26/21 0:00,EDT,129,5.7,29.9,17.56,,
USGS,2172050,8/26/21 0:15,EDT,133,5.7,29.9,17.64,,
USGS,2172050,8/26/21 0:30,EDT,134,5.6,29.9,17.71,,
USGS,2172050,8/26/21 0:45,EDT,135,5.6,29.9,17.77,,
USGS,2172050,8/26/21 1:00,EDT,136,5.6,29.9,17.82,,
USGS,2172050,8/26/21 1:15,EDT,137,5.6,30,17.84,,
USGS,2172050,8/26/21 1:30,EDT,138,5.6,30,17.85,,
USGS,2172050,8/26/21 1:45,EDT,141,5.6,30,17.83,,
USGS,2172050,8/26/21 2:00,EDT,141,5.5,30,17.77,,
USGS,2172050,8/26/21 2:15,EDT,143,5.5,30,17.63,,
USGS,2172050,8/26/21 2:30,EDT,144,5.4,30,17.43,,
USGS,2172050,8/26/21 2:45,EDT,146,5.3,30,17.19,,
USGS,2172050,8/26/21 3:00,EDT,140,5.3,29.7,16.96,,
USGS,2172050,8/26/21 3:15,EDT,136,5.2,29.5,16.75,,
USGS,2172050,8/26/21 3:30,EDT,135,5.4,29.7,16.56,,
USGS,2172050,8/26/21 3:45,EDT,138,5.3,29.8,16.37,,
